Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Day,January,Qurter,Product Name
249,08-04-2023,CUST249,Male,20,Clothing,1,50,50,2023,4,8,April,Q2,Formal Shirt
250,08-04-2023,CUST250,Male,48,Electronics,1,50,50,2023,4,8,April,Q2,USB Cable
251,08-04-2023,CUST251,Female,57,Beauty,4,50,200,2023,4,8,April,Q2,Makeup Brush
252,08-04-2023,CUST252,Male,54,Electronics,1,300,300,2023,4,8,April,Q2,Memory Card
253,09-04-2023,CUST253,Female,53,Clothing,4,500,2000,2023,4,9,April,Q2,Denim Jacket
254,09-04-2023,CUST254,Male,41,Electronics,1,500,500,2023,4,9,April,Q2,OTG Cable
255,09-04-2023,CUST255,Male,48,Clothing,1,30,30,2023,4,9,April,Q2,Jeans
256,09-04-2023,CUST256,Male,23,Clothing,2,500,1000,2023,4,9,April,Q2,Track Pants
257,09-04-2023,CUST257,Male,19,Beauty,4,500,2000,2023,4,9,April,Q2,Face Wash
258,09-04-2023,CUST258,Female,37,Clothing,1,50,50,2023,4,9,April,Q2,Denim Jacket
259,10-04-2023,CUST259,Female,45,Clothing,4,50,200,2023,4,10,April,Q2,Casual Shirt
260,10-04-2023,CUST260,Male,28,Beauty,2,30,60,2023,4,10,April,Q2,Makeup Brush
261,11-04-2023,CUST261,Male,21,Clothing,2,25,50,2023,4,11,April,Q2,Casual Shirt
262,12-04-2023,CUST262,Female,32,Beauty,4,30,120,2023,4,12,April,Q2,Face Wash
263,12-04-2023,CUST263,Male,23,Beauty,2,30,60,2023,4,12,April,Q2,Nail Polish
264,12-04-2023,CUST264,Male,47,Clothing,3,300,900,2023,4,12,April,Q2,Sweater
265,12-04-2023,CUST265,Male,55,Clothing,3,300,900,2023,4,12,April,Q2,Track Pants
266,12-04-2023,CUST266,Female,19,Electronics,2,30,60,2023,4,12,April,Q2,Bluetooth Receiver
267,13-04-2023,CUST267,Female,32,Beauty,3,30,90,2023,4,13,April,Q2,Body Lotion
268,13-04-2023,CUST268,Female,28,Electronics,1,30,30,2023,4,13,April,Q2,Mobile Stand
269,13-04-2023,CUST269,Male,25,Clothing,4,500,2000,2023,4,13,April,Q2,Jeans
270,15-04-2023,CUST270,Male,43,Electronics,1,300,300,2023,4,15,April,Q2,Mouse
271,15-04-2023,CUST271,Female,62,Beauty,4,30,120,2023,4,15,April,Q2,Face Cream
272,16-04-2023,CUST272,Female,61,Electronics,2,50,100,2023,4,16,April,Q2,OTG Cable
273,17-04-2023,CUST273,Female,22,Beauty,1,50,50,2023,4,17,April,Q2,Makeup Brush
274,18-04-2023,CUST274,Female,23,Clothing,2,500,1000,2023,4,18,April,Q2,Sweater
275,18-04-2023,CUST275,Male,43,Clothing,2,500,1000,2023,4,18,April,Q2,Track Pants
276,18-04-2023,CUST276,Female,21,Beauty,4,25,100,2023,4,18,April,Q2,Face Cream
277,18-04-2023,CUST277,Male,36,Clothing,4,25,100,2023,4,18,April,Q2,Hoodie
278,19-04-2023,CUST278,Female,37,Clothing,4,25,100,2023,4,19,April,Q2,Denim Jacket
279,19-04-2023,CUST279,Male,50,Clothing,1,500,500,2023,4,19,April,Q2,Kurti
280,19-04-2023,CUST280,Female,37,Clothing,3,500,1500,2023,4,19,April,Q2,Formal Shirt
281,19-04-2023,CUST281,Female,29,Beauty,4,500,2000,2023,4,19,April,Q2,Hair Oil
282,19-04-2023,CUST282,Female,64,Electronics,4,50,200,2023,4,19,April,Q2,Keyboard
283,19-04-2023,CUST283,Female,18,Electronics,1,500,500,2023,4,19,April,Q2,Mouse
284,20-04-2023,CUST284,Male,43,Clothing,4,50,200,2023,4,20,April,Q2,Jeans
285,20-04-2023,CUST285,Female,31,Electronics,1,25,25,2023,4,20,April,Q2,OTG Cable
286,20-04-2023,CUST286,Male,55,Electronics,2,25,50,2023,4,20,April,Q2,Mobile Stand
287,20-04-2023,CUST287,Male,54,Clothing,4,25,100,2023,4,20,April,Q2,Cotton Trousers
288,20-04-2023,CUST288,Male,28,Clothing,4,30,120,2023,4,20,April,Q2,Jeans
289,21-04-2023,CUST289,Male,53,Electronics,2,30,60,2023,4,21,April,Q2,Mouse
290,21-04-2023,CUST290,Female,30,Beauty,2,300,600,2023,4,21,April,Q2,Lip Balm
291,22-04-2023,CUST291,Male,60,Clothing,2,300,600,2023,4,22,April,Q2,Formal Shirt
292,22-04-2023,CUST292,Male,20,Beauty,4,300,1200,2023,4,22,April,Q2,Face Cream
293,22-04-2023,CUST293,Male,50,Electronics,3,30,90,2023,4,22,April,Q2,OTG Cable
294,23-04-2023,CUST294,Female,23,Clothing,3,30,90,2023,4,23,April,Q2,Formal Shirt
295,23-04-2023,CUST295,Female,27,Beauty,3,300,900,2023,4,23,April,Q2,Makeup Brush
296,23-04-2023,CUST296,Female,22,Clothing,4,300,1200,2023,4,23,April,Q2,Casual Shirt
297,23-04-2023,CUST297,Female,40,Electronics,2,500,1000,2023,4,23,April,Q2,Bluetooth Receiver
298,23-04-2023,CUST298,Male,27,Beauty,4,300,1200,2023,4,23,April,Q2,Face Cream
299,23-04-2023,CUST299,Male,61,Electronics,2,500,1000,2023,4,23,April,Q2,Power Adapter
300,23-04-2023,CUST300,Female,19,Electronics,4,50,200,2023,4,23,April,Q2,Mobile Stand
301,24-04-2023,CUST301,Male,30,Clothing,4,30,120,2023,4,24,April,Q2,Track Pants
302,24-04-2023,CUST302,Male,57,Beauty,2,300,600,2023,4,24,April,Q2,Hair Serum
303,25-04-2023,CUST303,Male,19,Electronics,3,30,90,2023,4,25,April,Q2,Wired Earphones
304,25-04-2023,CUST304,Female,37,Electronics,2,30,60,2023,4,25,April,Q2,Bluetooth Receiver
305,25-04-2023,CUST305,Female,18,Beauty,1,30,30,2023,4,25,April,Q2,Face Cream
306,26-04-2023,CUST306,Male,54,Electronics,1,50,50,2023,4,26,April,Q2,Bluetooth Receiver
307,26-04-2023,CUST307,Female,26,Electronics,2,25,50,2023,4,26,April,Q2,OTG Cable
308,26-04-2023,CUST308,Female,34,Beauty,4,300,1200,2023,4,26,April,Q2,Face Cream
309,27-04-2023,CUST309,Female,26,Beauty,1,25,25,2023,4,27,April,Q2,Aloe Vera Gel
310,27-04-2023,CUST310,Female,28,Beauty,1,25,25,2023,4,27,April,Q2,Compact Powder
311,27-04-2023,CUST311,Female,32,Beauty,4,25,100,2023,4,27,April,Q2,Hair Serum
312,28-04-2023,CUST312,Male,41,Clothing,4,30,120,2023,4,28,April,Q2,Formal Shirt
313,28-04-2023,CUST313,Female,55,Beauty,3,500,1500,2023,4,28,April,Q2,Face Cream
314,28-04-2023,CUST314,Male,52,Clothing,4,30,120,2023,4,28,April,Q2,Denim Jacket
315,29-04-2023,CUST315,Male,47,Clothing,2,30,60,2023,4,29,April,Q2,Cotton Trousers
316,29-04-2023,CUST316,Female,48,Clothing,2,25,50,2023,4,29,April,Q2,Kurti
317,29-04-2023,CUST317,Male,22,Electronics,3,30,90,2023,4,29,April,Q2,Wired Earphones
318,30-04-2023,CUST318,Male,61,Clothing,1,25,25,2023,4,30,April,Q2,Denim Jacket
319,30-04-2023,CUST319,Male,31,Clothing,1,500,500,2023,4,30,April,Q2,Cotton Trousers
320,30-04-2023,CUST320,Female,28,Electronics,4,300,1200,2023,4,30,May,Q2,OTG Cable
386,18-05-2023,CUST386,Female,54,Electronics,2,300,600,2023,5,18,May,Q2,Memory Card
91,05-02-2023,CUST091,Female,55,Electronics,1,500,500,2023,2,5,May,Q1,Charging Cable
323,01-05-2023,CUST323,Female,29,Beauty,3,300,900,2023,5,1,May,Q2,Hair Serum
105,08-02-2023,CUST105,Female,22,Electronics,1,500,500,2023,2,8,May,Q1,Wired Earphones
322,01-05-2023,CUST322,Male,51,Electronics,1,500,500,2023,5,1,May,Q2,Memory Card
326,02-05-2023,CUST326,Female,18,Clothing,3,25,75,2023,5,2,May,Q2,Cotton Trousers
353,08-05-2023,CUST353,Male,31,Electronics,1,500,500,2023,5,8,May,Q2,Wired Earphones
328,03-05-2023,CUST328,Male,39,Beauty,2,50,100,2023,5,3,May,Q2,Makeup Brush
355,08-05-2023,CUST355,Female,55,Electronics,1,500,500,2023,5,8,May,Q2,Power Adapter
330,03-05-2023,CUST330,Female,25,Beauty,4,50,200,2023,5,3,May,Q2,Body Lotion
147,24-02-2023,CUST147,Male,23,Electronics,1,300,300,2023,2,24,May,Q1,Charging Cable
121,14-02-2023,CUST121,Female,28,Electronics,4,50,200,2023,2,14,May,Q1,Power Adapter
132,19-02-2023,CUST132,Male,42,Electronics,4,50,200,2023,2,19,May,Q1,Wired Earphones
411,25-05-2023,CUST411,Male,62,Electronics,4,50,200,2023,5,25,May,Q2,Mobile Stand
335,05-05-2023,CUST335,Female,47,Beauty,4,30,120,2023,5,5,May,Q2,Face Cream
336,05-05-2023,CUST336,Female,52,Beauty,3,50,150,2023,5,5,May,Q2,Makeup Brush
337,05-05-2023,CUST337,Male,38,Clothing,1,500,500,2023,5,5,May,Q2,Sweater
338,05-05-2023,CUST338,Male,54,Beauty,2,50,100,2023,5,5,May,Q2,Face Cream
324,02-05-2023,CUST324,Female,52,Electronics,3,50,150,2023,5,2,May,Q2,Wired Earphones
340,06-05-2023,CUST340,Female,36,Clothing,4,300,1200,2023,5,6,May,Q2,Hoodie
341,06-05-2023,CUST341,Male,31,Clothing,4,50,200,2023,5,6,May,Q2,Sweater
342,06-05-2023,CUST342,Female,43,Clothing,4,500,2000,2023,5,6,May,Q2,T-Shirt
327,03-05-2023,CUST327,Male,57,Electronics,3,50,150,2023,5,3,May,Q2,Power Adapter
344,06-05-2023,CUST344,Female,42,Beauty,1,30,30,2023,5,6,May,Q2,Nail Polish
92,05-02-2023,CUST092,Female,51,Electronics,4,30,120,2023,2,5,May,Q1,Bluetooth Receiver
346,07-05-2023,CUST346,Male,59,Clothing,2,500,1000,2023,5,7,May,Q2,Kurti
122,14-02-2023,CUST122,Male,64,Electronics,4,30,120,2023,2,14,May,Q1,Mouse
150,25-02-2023,CUST150,Female,58,Electronics,4,30,120,2023,2,25,May,Q1,Wired Earphones
349,07-05-2023,CUST349,Female,57,Beauty,1,50,50,2023,5,7,May,Q2,Makeup Brush
350,08-05-2023,CUST350,Male,25,Beauty,3,25,75,2023,5,8,May,Q2,Makeup Brush
351,08-05-2023,CUST351,Female,56,Clothing,3,30,90,2023,5,8,May,Q2,Cotton Trousers
425,31-05-2023,CUST425,Female,55,Electronics,4,30,120,2023,5,31,May,Q2,Memory Card
83,03-02-2023,CUST083,Male,54,Electronics,2,50,100,2023,2,3,May,Q1,Charging Cable
354,08-05-2023,CUST354,Female,49,Beauty,4,50,200,2023,5,8,May,Q2,Hair Serum
329,03-05-2023,CUST329,Female,46,Electronics,4,25,100,2023,5,3,May,Q2,Memory Card
390,20-05-2023,CUST390,Male,39,Electronics,2,50,100,2023,5,20,May,Q2,Keyboard
84,03-02-2023,CUST084,Female,38,Electronics,3,30,90,2023,2,3,May,Q1,Memory Card
358,09-05-2023,CUST358,Female,32,Beauty,1,300,300,2023,5,9,May,Q2,Hair Serum
359,10-05-2023,CUST359,Male,50,Clothing,1,50,50,2023,5,10,May,Q2,Casual Shirt
360,10-05-2023,CUST360,Male,42,Clothing,4,25,100,2023,5,10,May,Q2,Jeans
331,03-05-2023,CUST331,Male,28,Electronics,3,30,90,2023,5,3,May,Q2,Memory Card
362,12-05-2023,CUST362,Male,50,Clothing,1,25,25,2023,5,12,May,Q2,Cotton Trousers
363,13-05-2023,CUST363,Male,64,Beauty,1,25,25,2023,5,13,May,Q2,Lip Balm
364,13-05-2023,CUST364,Female,19,Beauty,1,500,500,2023,5,13,May,Q2,Aloe Vera Gel
365,14-05-2023,CUST365,Male,31,Clothing,1,300,300,2023,5,14,May,Q2,Track Pants
366,14-05-2023,CUST366,Male,57,Clothing,2,50,100,2023,5,14,May,Q2,Sweater
357,09-05-2023,CUST357,Female,40,Electronics,3,25,75,2023,5,9,May,Q2,USB Cable
368,15-05-2023,CUST368,Female,56,Clothing,4,300,1200,2023,5,15,May,Q2,Track Pants
123,16-02-2023,CUST123,Female,40,Electronics,2,30,60,2023,2,16,May,Q1,Wired Earphones
370,15-05-2023,CUST370,Male,23,Electronics,2,30,60,2023,5,15,May,Q2,Mouse
371,16-05-2023,CUST371,Female,20,Beauty,1,25,25,2023,5,16,May,Q2,Aloe Vera Gel
372,16-05-2023,CUST372,Female,24,Beauty,3,500,1500,2023,5,16,May,Q2,Compact Powder
373,16-05-2023,CUST373,Female,25,Beauty,2,300,600,2023,5,16,May,Q2,Nail Polish
374,16-05-2023,CUST374,Female,59,Beauty,3,25,75,2023,5,16,May,Q2,Compact Powder
375,16-05-2023,CUST375,Male,32,Clothing,1,50,50,2023,5,16,May,Q2,Track Pants
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,2023,5,16,May,Q2,Hair Serum
377,16-05-2023,CUST377,Female,46,Clothing,4,50,200,2023,5,16,May,Q2,Jeans
378,16-05-2023,CUST378,Male,50,Beauty,1,300,300,2023,5,16,May,Q2,Nail Polish
379,16-05-2023,CUST379,Female,47,Clothing,1,25,25,2023,5,16,May,Q2,Kurti
81,02-02-2023,CUST081,Male,40,Electronics,1,50,50,2023,2,2,May,Q1,Power Adapter
381,16-05-2023,CUST381,Female,44,Clothing,4,25,100,2023,5,16,May,Q2,Denim Jacket
382,17-05-2023,CUST382,Female,53,Clothing,2,500,1000,2023,5,17,May,Q2,Hoodie
383,17-05-2023,CUST383,Female,46,Beauty,3,30,90,2023,5,17,May,Q2,Hair Oil
384,17-05-2023,CUST384,Male,55,Clothing,1,500,500,2023,5,17,May,Q2,T-Shirt
113,11-02-2023,CUST113,Female,41,Electronics,2,25,50,2023,2,11,May,Q1,Mobile Stand
134,20-02-2023,CUST134,Male,49,Electronics,1,50,50,2023,2,20,May,Q1,Memory Card
387,19-05-2023,CUST387,Male,44,Beauty,1,30,30,2023,5,19,May,Q2,Hair Serum
141,22-02-2023,CUST141,Female,22,Electronics,1,50,50,2023,2,22,May,Q1,Mouse
389,19-05-2023,CUST389,Male,21,Clothing,2,25,50,2023,5,19,May,Q2,Kurti
321,01-05-2023,CUST321,Female,26,Electronics,2,25,50,2023,5,1,May,Q2,Keyboard
391,20-05-2023,CUST391,Male,19,Beauty,2,25,50,2023,5,20,May,Q2,Nail Polish
392,20-05-2023,CUST392,Male,27,Clothing,2,300,600,2023,5,20,May,Q2,Hoodie
393,21-05-2023,CUST393,Female,22,Beauty,2,500,1000,2023,5,21,May,Q2,Body Lotion
394,21-05-2023,CUST394,Female,27,Clothing,1,500,500,2023,5,21,May,Q2,Sweater
325,02-05-2023,CUST325,Female,52,Electronics,2,25,50,2023,5,2,May,Q2,OTG Cable
396,22-05-2023,CUST396,Female,55,Beauty,1,30,30,2023,5,22,May,Q2,Makeup Brush
397,22-05-2023,CUST397,Female,30,Beauty,1,25,25,2023,5,22,May,Q2,Face Wash
398,22-05-2023,CUST398,Female,48,Clothing,2,300,600,2023,5,22,May,Q2,T-Shirt
399,22-05-2023,CUST399,Female,64,Beauty,2,30,60,2023,5,22,May,Q2,Face Cream
400,23-05-2023,CUST400,Male,53,Clothing,4,50,200,2023,5,23,May,Q2,Formal Shirt
401,23-05-2023,CUST401,Female,62,Clothing,1,300,300,2023,5,23,May,Q2,T-Shirt
402,23-05-2023,CUST402,Female,41,Clothing,2,300,600,2023,5,23,May,Q2,Sweater
403,23-05-2023,CUST403,Male,32,Clothing,2,300,600,2023,5,23,May,Q2,Kurti
339,05-05-2023,CUST339,Female,22,Electronics,2,25,50,2023,5,5,May,Q2,Mouse
405,23-05-2023,CUST405,Female,25,Clothing,4,300,1200,2023,5,23,May,Q2,Denim Jacket
406,23-05-2023,CUST406,Female,22,Beauty,4,25,100,2023,5,23,May,Q2,Aloe Vera Gel
343,06-05-2023,CUST343,Male,21,Electronics,2,25,50,2023,5,6,May,Q2,Mobile Stand
408,23-05-2023,CUST408,Female,64,Beauty,1,500,500,2023,5,23,May,Q2,Hair Oil
367,14-05-2023,CUST367,Female,57,Electronics,1,50,50,2023,5,14,May,Q2,Mouse
410,25-05-2023,CUST410,Female,29,Clothing,2,50,100,2023,5,25,May,Q2,Jeans
90,05-02-2023,CUST090,Female,51,Electronics,1,30,30,2023,2,5,May,Q1,Wired Earphones
100,07-02-2023,CUST100,Male,41,Electronics,1,30,30,2023,2,7,May,Q1,Charging Cable
413,26-05-2023,CUST413,Female,44,Beauty,3,25,75,2023,5,26,May,Q2,Face Cream
414,26-05-2023,CUST414,Male,48,Beauty,4,25,100,2023,5,26,May,Q2,Compact Powder
415,26-05-2023,CUST415,Male,53,Clothing,2,30,60,2023,5,26,May,Q2,Hoodie
140,22-02-2023,CUST140,Male,38,Electronics,1,30,30,2023,2,22,May,Q1,OTG Cable
345,07-05-2023,CUST345,Male,62,Electronics,1,30,30,2023,5,7,May,Q2,Charging Cable
347,07-05-2023,CUST347,Male,42,Electronics,1,25,25,2023,5,7,May,Q2,Mouse
419,28-05-2023,CUST419,Female,44,Clothing,3,30,90,2023,5,28,May,Q2,Sweater
420,29-05-2023,CUST420,Female,22,Clothing,4,500,2000,2023,5,29,May,Q2,Casual Shirt
421,30-05-2023,CUST421,Female,37,Clothing,3,500,1500,2023,5,30,May,Q2,Cotton Trousers
422,30-05-2023,CUST422,Female,28,Clothing,3,30,90,2023,5,30,May,Q2,T-Shirt
423,31-05-2023,CUST423,Female,27,Clothing,1,25,25,2023,5,31,May,Q2,Hoodie
424,31-05-2023,CUST424,Male,57,Beauty,4,300,1200,2023,5,31,May,Q2,Aloe Vera Gel
388,19-05-2023,CUST388,Male,50,Electronics,1,25,25,2023,5,19,June,Q2,Wired Earphones
426,01-06-2023,CUST426,Male,23,Electronics,3,50,150,2023,6,1,June,Q2,Memory Card
427,01-06-2023,CUST427,Male,25,Electronics,1,25,25,2023,6,1,June,Q2,Bluetooth Receiver
428,01-06-2023,CUST428,Female,40,Electronics,4,50,200,2023,6,1,June,Q2,Charging Cable
429,02-06-2023,CUST429,Male,64,Electronics,2,25,50,2023,6,2,June,Q2,Power Adapter
430,02-06-2023,CUST430,Female,43,Electronics,3,300,900,2023,6,2,June,Q2,Mobile Stand
431,02-06-2023,CUST431,Male,63,Electronics,4,300,1200,2023,6,2,June,Q2,Wired Earphones
432,03-06-2023,CUST432,Female,60,Electronics,2,500,1000,2023,6,3,June,Q2,OTG Cable
433,03-06-2023,CUST433,Male,29,Beauty,4,50,200,2023,6,3,June,Q2,Face Wash
434,03-06-2023,CUST434,Female,43,Electronics,2,25,50,2023,6,3,June,Q2,Mobile Stand
435,04-06-2023,CUST435,Female,30,Beauty,3,300,900,2023,6,4,June,Q2,Lip Balm
436,04-06-2023,CUST436,Female,57,Clothing,4,30,120,2023,6,4,June,Q2,Track Pants
437,04-06-2023,CUST437,Female,35,Electronics,4,300,1200,2023,6,4,June,Q2,Wired Earphones
438,04-06-2023,CUST438,Female,42,Clothing,1,30,30,2023,6,4,June,Q2,Formal Shirt
439,05-06-2023,CUST439,Male,50,Clothing,3,25,75,2023,6,5,June,Q2,Cotton Trousers
440,05-06-2023,CUST440,Male,64,Clothing,2,300,600,2023,6,5,June,Q2,Jeans
441,06-06-2023,CUST441,Male,57,Beauty,4,300,1200,2023,6,6,June,Q2,Hair Oil
442,06-06-2023,CUST442,Female,60,Clothing,4,25,100,2023,6,6,June,Q2,Casual Shirt
443,06-06-2023,CUST443,Male,29,Clothing,2,300,600,2023,6,6,June,Q2,Jeans
444,06-06-2023,CUST444,Female,61,Clothing,3,30,90,2023,6,6,June,Q2,Track Pants
445,07-06-2023,CUST445,Female,53,Electronics,1,300,300,2023,6,7,June,Q2,OTG Cable
446,07-06-2023,CUST446,Male,21,Electronics,1,50,50,2023,6,7,June,Q2,OTG Cable
447,08-06-2023,CUST447,Male,22,Beauty,4,500,2000,2023,6,8,June,Q2,Hair Serum
448,08-06-2023,CUST448,Female,54,Beauty,2,30,60,2023,6,8,June,Q2,Compact Powder
449,09-06-2023,CUST449,Male,25,Electronics,4,50,200,2023,6,9,June,Q2,USB Cable
450,09-06-2023,CUST450,Female,59,Beauty,2,25,50,2023,6,9,June,Q2,Aloe Vera Gel
451,09-06-2023,CUST451,Female,45,Electronics,1,30,30,2023,6,9,June,Q2,USB Cable
452,10-06-2023,CUST452,Female,48,Clothing,3,500,1500,2023,6,10,June,Q2,Formal Shirt
453,10-06-2023,CUST453,Female,26,Clothing,2,500,1000,2023,6,10,June,Q2,Kurti
454,10-06-2023,CUST454,Female,46,Beauty,1,25,25,2023,6,10,June,Q2,Hair Oil
455,10-06-2023,CUST455,Male,31,Electronics,4,25,100,2023,6,10,June,Q2,Wired Earphones
456,11-06-2023,CUST456,Male,57,Electronics,2,30,60,2023,6,11,June,Q2,Mouse
457,11-06-2023,CUST457,Female,58,Beauty,3,300,900,2023,6,11,June,Q2,Lip Balm
458,11-06-2023,CUST458,Female,39,Electronics,4,25,100,2023,6,11,June,Q2,Wired Earphones
459,11-06-2023,CUST459,Male,28,Clothing,4,300,1200,2023,6,11,June,Q2,Formal Shirt
460,11-06-2023,CUST460,Male,40,Beauty,1,50,50,2023,6,11,June,Q2,Hair Oil
461,12-06-2023,CUST461,Female,18,Beauty,2,500,1000,2023,6,12,June,Q2,Compact Powder
462,13-06-2023,CUST462,Male,63,Electronics,4,300,1200,2023,6,13,June,Q2,OTG Cable
463,14-06-2023,CUST463,Female,54,Beauty,3,500,1500,2023,6,14,June,Q2,Lip Balm
464,15-06-2023,CUST464,Male,38,Electronics,2,300,600,2023,6,15,June,Q2,Mouse
465,15-06-2023,CUST465,Female,43,Electronics,3,50,150,2023,6,15,June,Q2,USB Cable
466,16-06-2023,CUST466,Male,63,Electronics,4,25,100,2023,6,16,June,Q2,Power Adapter
467,16-06-2023,CUST467,Female,53,Electronics,3,50,150,2023,6,16,June,Q2,Mouse
468,17-06-2023,CUST468,Male,40,Electronics,1,25,25,2023,6,17,June,Q2,Memory Card
469,17-06-2023,CUST469,Male,18,Beauty,3,25,75,2023,6,17,June,Q2,Body Lotion
470,17-06-2023,CUST470,Female,57,Clothing,2,500,1000,2023,6,17,June,Q2,Hoodie
471,18-06-2023,CUST471,Male,32,Clothing,3,50,150,2023,6,18,June,Q2,Sweater
472,19-06-2023,CUST472,Female,38,Beauty,3,300,900,2023,6,19,June,Q2,Nail Polish
473,19-06-2023,CUST473,Male,64,Beauty,1,50,50,2023,6,19,June,Q2,Compact Powder
474,19-06-2023,CUST474,Female,26,Clothing,3,500,1500,2023,6,19,June,Q2,Casual Shirt
475,19-06-2023,CUST475,Male,26,Clothing,3,25,75,2023,6,19,June,Q2,Hoodie
476,19-06-2023,CUST476,Female,27,Clothing,4,500,2000,2023,6,19,June,Q2,Cotton Trousers
477,20-06-2023,CUST477,Male,43,Clothing,4,30,120,2023,6,20,June,Q2,Denim Jacket
478,20-06-2023,CUST478,Female,58,Clothing,2,30,60,2023,6,20,June,Q2,Cotton Trousers
479,21-06-2023,CUST479,Male,52,Electronics,4,300,1200,2023,6,21,June,Q2,Memory Card
480,21-06-2023,CUST480,Female,42,Beauty,4,500,2000,2023,6,21,June,Q2,Hair Serum
481,22-06-2023,CUST481,Female,43,Electronics,4,300,1200,2023,6,22,June,Q2,Wired Earphones
482,22-06-2023,CUST482,Female,28,Clothing,4,300,1200,2023,6,22,June,Q2,Formal Shirt
483,22-06-2023,CUST483,Male,55,Clothing,1,30,30,2023,6,22,June,Q2,Casual Shirt
484,22-06-2023,CUST484,Female,19,Clothing,4,300,1200,2023,6,22,June,Q2,Jeans
485,23-06-2023,CUST485,Male,24,Electronics,1,30,30,2023,6,23,June,Q2,Power Adapter
486,23-06-2023,CUST486,Female,35,Electronics,1,25,25,2023,6,23,June,Q2,Bluetooth Receiver
487,24-06-2023,CUST487,Male,44,Clothing,4,500,2000,2023,6,24,June,Q2,Casual Shirt
488,24-06-2023,CUST488,Female,51,Electronics,3,300,900,2023,6,24,June,Q2,Charging Cable
489,24-06-2023,CUST489,Male,44,Electronics,1,30,30,2023,6,24,June,Q2,USB Cable
490,24-06-2023,CUST490,Male,34,Clothing,3,50,150,2023,6,24,June,Q2,Casual Shirt
491,24-06-2023,CUST491,Female,60,Electronics,3,300,900,2023,6,24,June,Q2,Bluetooth Receiver
492,25-06-2023,CUST492,Male,61,Beauty,4,25,100,2023,6,25,June,Q2,Hair Oil
493,26-06-2023,CUST493,Male,41,Beauty,2,25,50,2023,6,26,June,Q2,Lip Balm
494,26-06-2023,CUST494,Female,42,Beauty,4,50,200,2023,6,26,June,Q2,Face Wash
495,26-06-2023,CUST495,Male,24,Beauty,2,30,60,2023,6,26,June,Q2,Face Wash
496,27-06-2023,CUST496,Male,23,Clothing,2,300,600,2023,6,27,June,Q2,Sweater
497,28-06-2023,CUST497,Male,41,Clothing,4,30,120,2023,6,28,June,Q2,Hoodie
498,29-06-2023,CUST498,Female,50,Clothing,4,25,100,2023,6,29,June,Q2,Kurti
499,29-06-2023,CUST499,Male,46,Beauty,2,30,60,2023,6,29,June,Q2,Face Wash
500,29-06-2023,CUST500,Female,60,Beauty,4,25,100,2023,6,29,June,Q2,Face Wash
501,30-06-2023,CUST501,Male,39,Electronics,2,30,60,2023,6,30,June,Q2,Power Adapter
502,30-06-2023,CUST502,Male,43,Electronics,3,50,150,2023,6,30,July,Q2,OTG Cable
503,01-07-2023,CUST503,Male,45,Beauty,4,500,2000,2023,7,1,July,Q3,Makeup Brush
504,01-07-2023,CUST504,Female,38,Beauty,3,50,150,2023,7,1,July,Q3,Compact Powder
505,01-07-2023,CUST505,Male,24,Beauty,1,50,50,2023,7,1,July,Q3,Makeup Brush
