Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Day,January,Qurter,Product Name
756,07-10-2023,CUST756,Female,62,Electronics,4,300,1200,2023,10,7,October,Q4,Mobile Stand
757,07-10-2023,CUST757,Female,43,Electronics,4,300,1200,2023,10,7,October,Q4,Memory Card
758,07-10-2023,CUST758,Male,64,Clothing,4,25,100,2023,10,7,October,Q4,T-Shirt
759,07-10-2023,CUST759,Male,49,Electronics,2,50,100,2023,10,7,October,Q4,Power Adapter
760,08-10-2023,CUST760,Male,27,Beauty,1,500,500,2023,10,8,October,Q4,Hair Serum
761,08-10-2023,CUST761,Female,33,Clothing,1,500,500,2023,10,8,October,Q4,Sweater
762,09-10-2023,CUST762,Female,24,Electronics,2,25,50,2023,10,9,October,Q4,Charging Cable
763,09-10-2023,CUST763,Male,34,Clothing,2,25,50,2023,10,9,October,Q4,Casual Shirt
764,09-10-2023,CUST764,Female,40,Clothing,1,25,25,2023,10,9,October,Q4,Cotton Trousers
765,10-10-2023,CUST765,Male,43,Clothing,4,50,200,2023,10,10,October,Q4,Casual Shirt
766,10-10-2023,CUST766,Male,38,Electronics,3,300,900,2023,10,10,October,Q4,Keyboard
767,10-10-2023,CUST767,Male,39,Beauty,3,25,75,2023,10,10,October,Q4,Makeup Brush
768,10-10-2023,CUST768,Female,24,Beauty,3,25,75,2023,10,10,October,Q4,Nail Polish
769,11-10-2023,CUST769,Female,31,Electronics,4,30,120,2023,10,11,October,Q4,Bluetooth Receiver
770,11-10-2023,CUST770,Male,32,Clothing,1,50,50,2023,10,11,October,Q4,Track Pants
771,11-10-2023,CUST771,Male,24,Electronics,2,25,50,2023,10,11,October,Q4,Keyboard
772,11-10-2023,CUST772,Male,26,Electronics,1,30,30,2023,10,11,October,Q4,Bluetooth Receiver
773,11-10-2023,CUST773,Male,25,Electronics,4,500,2000,2023,10,11,October,Q4,Keyboard
774,11-10-2023,CUST774,Female,40,Clothing,2,25,50,2023,10,11,October,Q4,T-Shirt
775,11-10-2023,CUST775,Female,46,Electronics,4,25,100,2023,10,11,October,Q4,Mobile Stand
776,12-10-2023,CUST776,Male,35,Clothing,3,30,90,2023,10,12,October,Q4,Track Pants
777,12-10-2023,CUST777,Male,48,Electronics,3,50,150,2023,10,12,October,Q4,USB Cable
778,12-10-2023,CUST778,Female,47,Beauty,4,25,100,2023,10,12,October,Q4,Hair Oil
779,13-10-2023,CUST779,Female,56,Electronics,2,500,1000,2023,10,13,October,Q4,Bluetooth Receiver
780,13-10-2023,CUST780,Male,52,Electronics,2,25,50,2023,10,13,October,Q4,Keyboard
781,13-10-2023,CUST781,Male,35,Beauty,1,500,500,2023,10,13,October,Q4,Compact Powder
782,14-10-2023,CUST782,Male,59,Clothing,3,300,900,2023,10,14,October,Q4,Kurti
783,14-10-2023,CUST783,Female,56,Clothing,1,300,300,2023,10,14,October,Q4,Jeans
784,15-10-2023,CUST784,Female,34,Electronics,1,500,500,2023,10,15,October,Q4,Keyboard
785,15-10-2023,CUST785,Female,31,Beauty,4,50,200,2023,10,15,October,Q4,Hair Oil
786,15-10-2023,CUST786,Male,48,Clothing,4,25,100,2023,10,15,October,Q4,Casual Shirt
787,16-10-2023,CUST787,Male,41,Electronics,1,25,25,2023,10,16,October,Q4,Memory Card
788,16-10-2023,CUST788,Female,52,Beauty,3,300,900,2023,10,16,October,Q4,Makeup Brush
789,16-10-2023,CUST789,Female,61,Clothing,4,500,2000,2023,10,16,October,Q4,Sweater
790,16-10-2023,CUST790,Male,62,Clothing,1,25,25,2023,10,16,October,Q4,Hoodie
791,17-10-2023,CUST791,Female,51,Beauty,1,25,25,2023,10,17,October,Q4,Compact Powder
792,17-10-2023,CUST792,Female,20,Beauty,1,50,50,2023,10,17,October,Q4,Compact Powder
793,18-10-2023,CUST793,Male,54,Beauty,1,30,30,2023,10,18,October,Q4,Nail Polish
794,18-10-2023,CUST794,Female,60,Beauty,1,300,300,2023,10,18,October,Q4,Lip Balm
795,19-10-2023,CUST795,Male,57,Electronics,1,300,300,2023,10,19,October,Q4,USB Cable
796,19-10-2023,CUST796,Male,43,Beauty,4,30,120,2023,10,19,October,Q4,Lip Balm
797,19-10-2023,CUST797,Male,40,Clothing,3,25,75,2023,10,19,October,Q4,Hoodie
798,19-10-2023,CUST798,Male,61,Clothing,1,50,50,2023,10,19,October,Q4,Sweater
799,20-10-2023,CUST799,Male,56,Electronics,2,50,100,2023,10,20,October,Q4,Keyboard
800,21-10-2023,CUST800,Male,32,Clothing,4,300,1200,2023,10,21,October,Q4,Cotton Trousers
801,22-10-2023,CUST801,Male,21,Clothing,4,50,200,2023,10,22,October,Q4,Casual Shirt
802,22-10-2023,CUST802,Female,46,Beauty,1,30,30,2023,10,22,October,Q4,Nail Polish
803,22-10-2023,CUST803,Male,39,Clothing,4,25,100,2023,10,22,October,Q4,Casual Shirt
804,23-10-2023,CUST804,Male,42,Electronics,1,30,30,2023,10,23,October,Q4,USB Cable
805,23-10-2023,CUST805,Female,30,Beauty,3,500,1500,2023,10,23,October,Q4,Compact Powder
806,23-10-2023,CUST806,Female,35,Beauty,3,300,900,2023,10,23,October,Q4,Makeup Brush
807,23-10-2023,CUST807,Female,50,Electronics,4,50,200,2023,10,23,October,Q4,Power Adapter
808,24-10-2023,CUST808,Male,33,Beauty,4,500,2000,2023,10,24,October,Q4,Hair Oil
809,24-10-2023,CUST809,Female,62,Beauty,2,50,100,2023,10,24,October,Q4,Lip Balm
810,24-10-2023,CUST810,Male,59,Electronics,4,25,100,2023,10,24,October,Q4,Keyboard
811,24-10-2023,CUST811,Male,61,Beauty,2,25,50,2023,10,24,October,Q4,Body Lotion
812,25-10-2023,CUST812,Male,19,Electronics,3,25,75,2023,10,25,October,Q4,Charging Cable
813,25-10-2023,CUST813,Male,52,Electronics,3,50,150,2023,10,25,October,Q4,Mouse
814,26-10-2023,CUST814,Female,59,Clothing,1,500,500,2023,10,26,October,Q4,Track Pants
815,26-10-2023,CUST815,Female,51,Clothing,3,25,75,2023,10,26,October,Q4,Kurti
816,26-10-2023,CUST816,Male,47,Beauty,2,500,1000,2023,10,26,October,Q4,Makeup Brush
817,27-10-2023,CUST817,Male,30,Beauty,4,50,200,2023,10,27,October,Q4,Face Cream
818,27-10-2023,CUST818,Male,30,Electronics,1,500,500,2023,10,27,October,Q4,USB Cable
819,27-10-2023,CUST819,Female,35,Beauty,2,50,100,2023,10,27,October,Q4,Aloe Vera Gel
820,29-10-2023,CUST820,Male,49,Electronics,4,50,200,2023,10,29,October,Q4,Charging Cable
821,29-10-2023,CUST821,Male,49,Electronics,1,300,300,2023,10,29,October,Q4,Power Adapter
822,29-10-2023,CUST822,Female,52,Beauty,3,50,150,2023,10,29,October,Q4,Hair Serum
823,29-10-2023,CUST823,Female,56,Electronics,2,50,100,2023,10,29,October,Q4,Keyboard
824,29-10-2023,CUST824,Male,63,Clothing,4,30,120,2023,10,29,October,Q4,Sweater
825,29-10-2023,CUST825,Female,46,Beauty,1,25,25,2023,10,29,October,Q4,Hair Serum
826,30-10-2023,CUST826,Female,46,Clothing,1,300,300,2023,10,30,October,Q4,Casual Shirt
827,31-10-2023,CUST827,Male,61,Beauty,3,300,900,2023,10,31,October,Q4,Nail Polish
828,31-10-2023,CUST828,Female,33,Electronics,4,300,1200,2023,10,31,October,Q4,Bluetooth Receiver
829,31-10-2023,CUST829,Male,61,Beauty,3,30,90,2023,10,31,November,Q4,Makeup Brush
830,01-11-2023,CUST830,Female,64,Clothing,3,50,150,2023,11,1,November,Q4,Sweater
831,01-11-2023,CUST831,Male,27,Electronics,4,25,100,2023,11,1,November,Q4,Keyboard
832,01-11-2023,CUST832,Male,47,Beauty,4,500,2000,2023,11,1,November,Q4,Body Lotion
833,01-11-2023,CUST833,Male,42,Beauty,4,50,200,2023,11,1,November,Q4,Face Wash
834,02-11-2023,CUST834,Female,56,Beauty,2,30,60,2023,11,2,November,Q4,Face Wash
835,02-11-2023,CUST835,Male,37,Clothing,4,50,200,2023,11,2,November,Q4,Casual Shirt
836,02-11-2023,CUST836,Female,22,Clothing,1,50,50,2023,11,2,November,Q4,Kurti
837,02-11-2023,CUST837,Male,18,Beauty,3,30,90,2023,11,2,November,Q4,Lip Balm
838,02-11-2023,CUST838,Male,47,Electronics,2,300,600,2023,11,2,November,Q4,Memory Card
839,02-11-2023,CUST839,Female,20,Electronics,4,300,1200,2023,11,2,November,Q4,Mobile Stand
840,03-11-2023,CUST840,Male,62,Clothing,2,25,50,2023,11,3,November,Q4,Formal Shirt
841,04-11-2023,CUST841,Male,31,Electronics,4,25,100,2023,11,4,November,Q4,Wired Earphones
842,05-11-2023,CUST842,Female,47,Clothing,2,300,600,2023,11,5,November,Q4,Formal Shirt
843,05-11-2023,CUST843,Male,21,Beauty,3,500,1500,2023,11,5,November,Q4,Body Lotion
844,06-11-2023,CUST844,Male,35,Clothing,3,50,150,2023,11,6,November,Q4,T-Shirt
845,06-11-2023,CUST845,Male,54,Clothing,1,500,500,2023,11,6,November,Q4,Denim Jacket
846,07-11-2023,CUST846,Male,42,Beauty,1,50,50,2023,11,7,November,Q4,Aloe Vera Gel
847,07-11-2023,CUST847,Female,18,Electronics,4,300,1200,2023,11,7,November,Q4,Wired Earphones
848,07-11-2023,CUST848,Female,63,Clothing,3,25,75,2023,11,7,November,Q4,Sweater
849,07-11-2023,CUST849,Male,32,Clothing,2,25,50,2023,11,7,November,Q4,Cotton Trousers
850,07-11-2023,CUST850,Female,26,Beauty,2,500,1000,2023,11,7,November,Q4,Makeup Brush
851,07-11-2023,CUST851,Male,32,Electronics,2,25,50,2023,11,7,November,Q4,Power Adapter
852,08-11-2023,CUST852,Female,41,Clothing,1,300,300,2023,11,8,November,Q4,Formal Shirt
853,08-11-2023,CUST853,Male,21,Beauty,2,500,1000,2023,11,8,November,Q4,Nail Polish
854,09-11-2023,CUST854,Male,29,Clothing,1,50,50,2023,11,9,November,Q4,Kurti
855,09-11-2023,CUST855,Male,54,Beauty,1,25,25,2023,11,9,November,Q4,Makeup Brush
856,09-11-2023,CUST856,Male,54,Electronics,4,30,120,2023,11,9,November,Q4,Memory Card
857,10-11-2023,CUST857,Male,60,Electronics,2,25,50,2023,11,10,November,Q4,Keyboard
858,10-11-2023,CUST858,Male,23,Electronics,2,50,100,2023,11,10,November,Q4,OTG Cable
859,12-11-2023,CUST859,Female,56,Electronics,3,500,1500,2023,11,12,November,Q4,Charging Cable
860,12-11-2023,CUST860,Male,63,Clothing,4,50,200,2023,11,12,November,Q4,Casual Shirt
861,13-11-2023,CUST861,Female,41,Clothing,3,30,90,2023,11,13,November,Q4,T-Shirt
862,13-11-2023,CUST862,Male,28,Electronics,4,300,1200,2023,11,13,November,Q4,Memory Card
863,14-11-2023,CUST863,Female,30,Electronics,2,25,50,2023,11,14,November,Q4,Wired Earphones
864,14-11-2023,CUST864,Female,51,Electronics,1,500,500,2023,11,14,November,Q4,USB Cable
865,14-11-2023,CUST865,Female,42,Clothing,1,300,300,2023,11,14,November,Q4,Sweater
866,14-11-2023,CUST866,Male,24,Electronics,1,50,50,2023,11,14,November,Q4,Memory Card
867,15-11-2023,CUST867,Male,21,Electronics,1,500,500,2023,11,15,November,Q4,Mobile Stand
868,15-11-2023,CUST868,Female,25,Electronics,1,300,300,2023,11,15,November,Q4,OTG Cable
869,15-11-2023,CUST869,Male,37,Beauty,3,500,1500,2023,11,15,November,Q4,Nail Polish
870,16-11-2023,CUST870,Female,46,Electronics,4,30,120,2023,11,16,November,Q4,Bluetooth Receiver
871,17-11-2023,CUST871,Male,62,Beauty,2,30,60,2023,11,17,November,Q4,Face Cream
872,17-11-2023,CUST872,Female,63,Beauty,3,25,75,2023,11,17,November,Q4,Lip Balm
873,17-11-2023,CUST873,Female,27,Electronics,4,25,100,2023,11,17,November,Q4,Keyboard
874,17-11-2023,CUST874,Male,60,Beauty,1,30,30,2023,11,17,November,Q4,Hair Oil
875,18-11-2023,CUST875,Female,51,Electronics,4,500,2000,2023,11,18,November,Q4,OTG Cable
876,18-11-2023,CUST876,Male,43,Clothing,4,30,120,2023,11,18,November,Q4,Hoodie
877,18-11-2023,CUST877,Female,58,Clothing,1,25,25,2023,11,18,November,Q4,Casual Shirt
878,19-11-2023,CUST878,Female,20,Clothing,1,30,30,2023,11,19,November,Q4,Cotton Trousers
879,19-11-2023,CUST879,Male,23,Clothing,1,30,30,2023,11,19,November,Q4,T-Shirt
880,20-11-2023,CUST880,Male,22,Beauty,2,500,1000,2023,11,20,November,Q4,Lip Balm
881,21-11-2023,CUST881,Male,22,Electronics,1,300,300,2023,11,21,November,Q4,Mobile Stand
882,21-11-2023,CUST882,Female,64,Electronics,2,25,50,2023,11,21,November,Q4,Bluetooth Receiver
883,21-11-2023,CUST883,Male,40,Electronics,1,500,500,2023,11,21,November,Q4,Keyboard
884,22-11-2023,CUST884,Female,26,Clothing,2,30,60,2023,11,22,November,Q4,Cotton Trousers
885,22-11-2023,CUST885,Female,52,Clothing,4,30,120,2023,11,22,November,Q4,Jeans
886,22-11-2023,CUST886,Male,37,Electronics,3,300,900,2023,11,22,November,Q4,OTG Cable
887,23-11-2023,CUST887,Male,59,Clothing,4,25,100,2023,11,23,November,Q4,Track Pants
888,23-11-2023,CUST888,Female,52,Electronics,4,25,100,2023,11,23,November,Q4,USB Cable
889,23-11-2023,CUST889,Female,35,Electronics,1,50,50,2023,11,23,November,Q4,USB Cable
890,24-11-2023,CUST890,Male,34,Electronics,2,25,50,2023,11,24,November,Q4,Bluetooth Receiver
891,24-11-2023,CUST891,Male,41,Electronics,3,300,900,2023,11,24,November,Q4,Keyboard
892,24-11-2023,CUST892,Male,20,Electronics,1,50,50,2023,11,24,November,Q4,Wired Earphones
893,25-11-2023,CUST893,Male,49,Electronics,1,50,50,2023,11,25,November,Q4,Charging Cable
894,25-11-2023,CUST894,Male,52,Electronics,1,30,30,2023,11,25,November,Q4,Bluetooth Receiver
895,26-11-2023,CUST895,Female,55,Clothing,4,30,120,2023,11,26,November,Q4,Hoodie
896,26-11-2023,CUST896,Female,30,Electronics,2,25,50,2023,11,26,November,Q4,Wired Earphones
897,27-11-2023,CUST897,Female,64,Electronics,2,50,100,2023,11,27,November,Q4,Charging Cable
898,27-11-2023,CUST898,Female,42,Clothing,3,30,90,2023,11,27,November,Q4,Kurti
899,27-11-2023,CUST899,Male,26,Clothing,2,300,600,2023,11,27,November,Q4,Cotton Trousers
900,28-11-2023,CUST900,Male,21,Clothing,2,30,60,2023,11,28,November,Q4,Casual Shirt
901,28-11-2023,CUST901,Male,31,Electronics,1,30,30,2023,11,28,November,Q4,Memory Card
902,29-11-2023,CUST902,Female,54,Beauty,1,50,50,2023,11,29,November,Q4,Hair Oil
903,29-11-2023,CUST903,Female,51,Beauty,4,50,200,2023,11,29,November,Q4,Nail Polish
904,29-11-2023,CUST904,Male,28,Clothing,1,500,500,2023,11,29,November,Q4,Denim Jacket
905,30-11-2023,CUST905,Male,58,Beauty,1,300,300,2023,11,30,November,Q4,Compact Powder
906,30-11-2023,CUST906,Female,20,Clothing,1,50,50,2023,11,30,November,Q4,Denim Jacket
907,30-11-2023,CUST907,Female,45,Electronics,1,25,25,2023,11,30,December,Q4,OTG Cable
908,01-12-2023,CUST908,Male,46,Beauty,4,300,1200,2023,12,1,December,Q4,Compact Powder
909,01-12-2023,CUST909,Male,26,Electronics,1,300,300,2023,12,1,December,Q4,Memory Card
910,02-12-2023,CUST910,Female,20,Beauty,3,50,150,2023,12,2,December,Q4,Hair Serum
911,02-12-2023,CUST911,Male,42,Electronics,3,300,900,2023,12,2,December,Q4,USB Cable
912,02-12-2023,CUST912,Male,51,Beauty,3,50,150,2023,12,2,December,Q4,Hair Serum
913,03-12-2023,CUST913,Male,29,Electronics,3,30,90,2023,12,3,December,Q4,OTG Cable
914,04-12-2023,CUST914,Female,59,Electronics,1,500,500,2023,12,4,December,Q4,OTG Cable
915,04-12-2023,CUST915,Female,26,Beauty,3,30,90,2023,12,4,December,Q4,Aloe Vera Gel
916,04-12-2023,CUST916,Female,32,Electronics,1,50,50,2023,12,4,December,Q4,Keyboard
917,04-12-2023,CUST917,Female,57,Electronics,4,50,200,2023,12,4,December,Q4,OTG Cable
918,05-12-2023,CUST918,Female,42,Electronics,3,30,90,2023,12,5,December,Q4,Keyboard
919,05-12-2023,CUST919,Female,22,Beauty,2,25,50,2023,12,5,December,Q4,Hair Oil
920,05-12-2023,CUST920,Female,28,Beauty,3,25,75,2023,12,5,December,Q4,Face Wash
921,05-12-2023,CUST921,Male,51,Electronics,3,25,75,2023,12,5,December,Q4,Bluetooth Receiver
922,05-12-2023,CUST922,Male,41,Electronics,1,50,50,2023,12,5,December,Q4,Wired Earphones
923,06-12-2023,CUST923,Male,32,Beauty,3,300,900,2023,12,6,December,Q4,Compact Powder
924,06-12-2023,CUST924,Male,55,Beauty,2,50,100,2023,12,6,December,Q4,Makeup Brush
925,06-12-2023,CUST925,Male,25,Electronics,1,300,300,2023,12,6,December,Q4,Mouse
926,06-12-2023,CUST926,Male,22,Electronics,1,30,30,2023,12,6,December,Q4,Keyboard
927,06-12-2023,CUST927,Male,43,Electronics,4,500,2000,2023,12,6,December,Q4,Wired Earphones
928,07-12-2023,CUST928,Female,35,Clothing,4,300,1200,2023,12,7,December,Q4,Cotton Trousers
929,07-12-2023,CUST929,Female,23,Beauty,3,25,75,2023,12,7,December,Q4,Face Wash
930,08-12-2023,CUST930,Male,54,Clothing,4,50,200,2023,12,8,December,Q4,Cotton Trousers
931,08-12-2023,CUST931,Male,30,Beauty,4,30,120,2023,12,8,December,Q4,Aloe Vera Gel
932,08-12-2023,CUST932,Female,45,Beauty,4,25,100,2023,12,8,December,Q4,Hair Oil
933,08-12-2023,CUST933,Male,22,Beauty,1,30,30,2023,12,8,December,Q4,Hair Serum
934,09-12-2023,CUST934,Male,30,Beauty,1,500,500,2023,12,9,December,Q4,Hair Serum
935,09-12-2023,CUST935,Female,34,Beauty,1,50,50,2023,12,9,December,Q4,Makeup Brush
936,09-12-2023,CUST936,Male,57,Beauty,4,50,200,2023,12,9,December,Q4,Nail Polish
937,09-12-2023,CUST937,Female,62,Beauty,1,500,500,2023,12,9,December,Q4,Aloe Vera Gel
938,09-12-2023,CUST938,Male,49,Clothing,4,50,200,2023,12,9,December,Q4,Denim Jacket
939,09-12-2023,CUST939,Female,46,Electronics,1,300,300,2023,12,9,December,Q4,Wired Earphones
940,10-12-2023,CUST940,Female,20,Electronics,1,30,30,2023,12,10,December,Q4,Keyboard
941,10-12-2023,CUST941,Female,57,Clothing,2,25,50,2023,12,10,December,Q4,Hoodie
942,10-12-2023,CUST942,Male,51,Clothing,3,500,1500,2023,12,10,December,Q4,Kurti
943,10-12-2023,CUST943,Female,57,Clothing,4,300,1200,2023,12,10,December,Q4,Track Pants
944,11-12-2023,CUST944,Male,44,Clothing,2,25,50,2023,12,11,December,Q4,Denim Jacket
945,11-12-2023,CUST945,Male,30,Beauty,1,25,25,2023,12,11,December,Q4,Hair Serum
946,12-12-2023,CUST946,Male,62,Electronics,4,500,2000,2023,12,12,December,Q4,Mobile Stand
947,12-12-2023,CUST947,Male,50,Beauty,1,300,300,2023,12,12,December,Q4,Aloe Vera Gel
948,13-12-2023,CUST948,Female,23,Electronics,3,25,75,2023,12,13,December,Q4,USB Cable
949,13-12-2023,CUST949,Female,41,Electronics,2,25,50,2023,12,13,December,Q4,Mouse
950,13-12-2023,CUST950,Male,36,Clothing,3,300,900,2023,12,13,December,Q4,Formal Shirt
951,14-12-2023,CUST951,Male,33,Beauty,2,50,100,2023,12,14,December,Q4,Hair Oil
952,14-12-2023,CUST952,Female,57,Clothing,1,25,25,2023,12,14,December,Q4,Sweater
953,15-12-2023,CUST953,Male,45,Beauty,3,30,90,2023,12,15,December,Q4,Compact Powder
954,15-12-2023,CUST954,Female,50,Electronics,3,300,900,2023,12,15,December,Q4,Wired Earphones
955,16-12-2023,CUST955,Male,58,Clothing,1,25,25,2023,12,16,December,Q4,T-Shirt
956,16-12-2023,CUST956,Male,30,Clothing,3,500,1500,2023,12,16,December,Q4,Kurti
957,16-12-2023,CUST957,Female,60,Electronics,4,30,120,2023,12,16,December,Q4,Memory Card
958,17-12-2023,CUST958,Male,62,Electronics,2,25,50,2023,12,17,December,Q4,OTG Cable
959,17-12-2023,CUST959,Female,42,Electronics,2,30,60,2023,12,17,December,Q4,Charging Cable
960,18-12-2023,CUST960,Male,59,Clothing,2,30,60,2023,12,18,December,Q4,Hoodie
961,18-12-2023,CUST961,Male,53,Beauty,4,50,200,2023,12,18,December,Q4,Face Wash
962,18-12-2023,CUST962,Male,44,Clothing,2,30,60,2023,12,18,December,Q4,Hoodie
963,18-12-2023,CUST963,Female,55,Beauty,1,50,50,2023,12,18,December,Q4,Face Wash
964,19-12-2023,CUST964,Male,24,Clothing,3,300,900,2023,12,19,December,Q4,Track Pants
965,19-12-2023,CUST965,Male,22,Clothing,4,50,200,2023,12,19,December,Q4,Formal Shirt
966,19-12-2023,CUST966,Male,60,Electronics,2,500,1000,2023,12,19,December,Q4,Mouse
967,20-12-2023,CUST967,Male,62,Beauty,1,25,25,2023,12,20,December,Q4,Makeup Brush
968,20-12-2023,CUST968,Female,48,Clothing,3,300,900,2023,12,20,December,Q4,Denim Jacket
969,20-12-2023,CUST969,Female,40,Clothing,3,300,900,2023,12,20,December,Q4,Cotton Trousers
970,20-12-2023,CUST970,Male,59,Electronics,4,500,2000,2023,12,20,December,Q4,Mouse
971,20-12-2023,CUST971,Female,27,Electronics,4,50,200,2023,12,20,December,Q4,Keyboard
972,21-12-2023,CUST972,Male,49,Beauty,4,25,100,2023,12,21,December,Q4,Hair Oil
973,22-12-2023,CUST973,Male,60,Clothing,1,50,50,2023,12,22,December,Q4,Track Pants
974,23-12-2023,CUST974,Male,47,Beauty,1,30,30,2023,12,23,December,Q4,Lip Balm
975,23-12-2023,CUST975,Female,56,Clothing,4,50,200,2023,12,23,December,Q4,T-Shirt
976,23-12-2023,CUST976,Female,48,Beauty,2,300,600,2023,12,23,December,Q4,Nail Polish
977,23-12-2023,CUST977,Female,35,Electronics,3,25,75,2023,12,23,December,Q4,Bluetooth Receiver
978,23-12-2023,CUST978,Female,53,Clothing,3,50,150,2023,12,23,December,Q4,T-Shirt
979,23-12-2023,CUST979,Female,19,Beauty,1,25,25,2023,12,23,December,Q4,Makeup Brush
980,24-12-2023,CUST980,Female,31,Electronics,3,25,75,2023,12,24,December,Q4,Mouse
981,24-12-2023,CUST981,Female,30,Electronics,2,30,60,2023,12,24,December,Q4,Mobile Stand
982,25-12-2023,CUST982,Female,46,Beauty,3,30,90,2023,12,25,December,Q4,Face Wash
983,26-12-2023,CUST983,Female,29,Clothing,1,300,300,2023,12,26,December,Q4,Track Pants
984,26-12-2023,CUST984,Male,56,Clothing,1,500,500,2023,12,26,December,Q4,Casual Shirt
985,26-12-2023,CUST985,Female,19,Electronics,2,25,50,2023,12,26,December,Q4,Mobile Stand
986,26-12-2023,CUST986,Female,49,Clothing,2,500,1000,2023,12,26,December,Q4,Sweater
987,26-12-2023,CUST987,Female,30,Clothing,3,300,900,2023,12,26,December,Q4,Sweater
988,26-12-2023,CUST988,Female,63,Clothing,3,25,75,2023,12,26,December,Q4,Sweater
989,27-12-2023,CUST989,Female,44,Electronics,1,25,25,2023,12,27,December,Q4,OTG Cable
990,27-12-2023,CUST990,Female,58,Beauty,2,500,1000,2023,12,27,December,Q4,Compact Powder
991,28-12-2023,CUST991,Female,34,Clothing,2,50,100,2023,12,28,December,Q4,Formal Shirt
992,28-12-2023,CUST992,Female,57,Electronics,2,30,60,2023,12,28,December,Q4,USB Cable
993,28-12-2023,CUST993,Female,48,Electronics,3,50,150,2023,12,28,December,Q4,Keyboard
994,29-12-2023,CUST994,Female,51,Beauty,2,500,1000,2023,12,29,December,Q4,Hair Oil
995,29-12-2023,CUST995,Female,41,Clothing,1,30,30,2023,12,29,December,Q4,Cotton Trousers
996,29-12-2023,CUST996,Male,62,Clothing,1,50,50,2023,12,29,December,Q4,Cotton Trousers
997,29-12-2023,CUST997,Male,52,Beauty,3,30,90,2023,12,29,December,Q4,Aloe Vera Gel
998,31-12-2023,CUST998,Female,23,Beauty,4,25,100,2023,12,31,name of monyh,Q4,Makeup Brush
,,,,,,,,,,,,,,Unknown Product
,,,,,,,,,,,,,,Unknown Product
